p93;i_6_p9;i_2_p9;p4;p1;p3;p5;region;p7;p92;p84;p91;p96;p10;p8;p81;p83;folio_encuesta;fecha;diferencia_edad_pareja;anios_convivencia_aprox
3;3;6;86;1;1;1;5;1;4;1960;77;2;5;3;1;1;5120705;2022-10-06;9;
3;7;7;34;2;2;14;5;8;4;2020;36;1;4;4;1;1;5120706;2022-10-06;-2;
2;6;7;56;2;2;9;5;1;2;1987;58;2;3;4;1;1;5120707;2022-10-06;-2;
1;7;6;36;2;2;7;5;2;6;2013;40;1;3;4;1;1;5120709;2022-10-06;-4;
3;6;6;69;1;1;9;5;1;4;1981;63;1;4;4;1;1;5120710;2022-10-06;6;
2;5;6;65;2;2;15;5;1;3;1994;88;1;3;4;1;1;5120801;2022-10-08;-23;
2;5;7;60;1;1;7;5;6;5;2007;55;2;4;5;1;1;5120802;2022-10-08;5;
1;7;6;32;2;2;15;5;2;6;2013;33;1;5;5;1;1;5120805;2022-10-08;-1;
3;6;7;42;1;1;15;5;1;3;2017;38;1;4;4;1;1;5120806;2022-10-08;4;
1;7;7;35;2;2;15;5;1;6;2012;38;1;5;4;1;1;5120810;2022-10-08;-3;
2;6;6;59;2;2;13;5;1;2;1989;61;1;4;4;1;1;5120901;2022-10-06;-2;
3;7;7;47;1;1;15;5;2;5;2001;48;2;3;4;1;1;5120903;2022-10-06;-1;
1;7;7;42;2;2;17;5;1;6;2019;33;1;4;4;1;1;5121001;2022-10-06;9;
1;7;7;66;2;2;15;5;1;1;1978;70;1;5;5;1;1;5121006;2022-10-06;-4;
3;7;7;44;2;2;15;5;6;3;2015;30;1;3;4;1;1;5121010;2022-10-06;14;
3;7;1;34;2;2;9;5;1;4;2011;36;1;3;3;1;1;5121108;2022-10-06;-2;
2;7;7;38;1;1;13;5;2;3;2016;36;1;4;4;1;1;5121201;2022-10-08;2;
1;1;4;53;2;2;9;5;1;6;1991;58;2;3;4;1;1;5121202;2022-10-08;-5;
3;7;6;39;1;1;15;5;1;3;2009;38;1;5;4;1;1;5121204;2022-10-08;1;
2;7;7;43;1;1;15;5;2;3;2010;41;1;4;5;1;1;5121205;2022-10-07;2;
3;7;7;51;1;1;13;5;1;5;2000;44;1;4;4;1;1;5121206;2022-10-08;7;
1;5;5;38;2;2;11;5;1;3;2004;38;1;4;3;1;1;5121208;2022-10-08;0;
3;6;7;59;1;1;15;5;2;4;2012;54;1;4;4;1;1;5121404;2022-08-12;5;
3;6;6;36;1;1;15;5;1;3;2017;35;1;5;4;1;1;5121603;2022-10-23;1;
3;3;4;60;1;1;9;5;1;5;1989;57;1;3;3;1;1;5121605;2022-10-22;3;
2;7;7;45;1;1;9;5;8;2;2009;43;1;4;4;1;1;5121608;2022-10-23;2;
3;7;4;38;1;1;15;5;1;5;1995;38;1;4;4;1;1;5121609;2022-10-22;0;
3;7;7;53;2;2;15;5;1;3;2016;56;1;5;4;1;1;5121801;2022-10-06;-3;
3;1;7;76;1;1;14;5;1;5;1970;76;2;3;4;1;1;5121802;2022-10-03;0;
2;7;6;35;2;2;9;5;1;2;2010;37;1;4;4;1;1;5121807;2022-10-03;-2;
2;6;6;53;2;2;9;5;1;3;1989;56;2;3;4;1;1;5121808;2022-10-06;-3;
2;6;6;48;1;1;9;5;1;3;2011;38;1;4;4;1;1;5121809;2022-10-06;10;
2;5;5;36;2;2;9;5;2;3;2012;36;1;4;4;1;1;5121810;2022-10-07;0;
1;6;7;38;2;2;15;5;2;2;2009;37;1;5;4;1;1;5121910;2022-10-10;1;
3;7;7;46;2;2;9;5;1;3;2018;47;1;4;4;1;1;5122103;2022-08-08;-1;
3;7;7;27;2;2;13;5;2;3;2018;29;1;4;4;1;1;5122108;2022-08-08;-2;
2;7;7;52;1;1;13;5;1;4;2012;56;1;4;4;1;1;5122109;2022-10-09;-4;
2;4;7;78;2;2;6;5;1;2;1966;86;2;3;3;1;1;5122110;2022-08-08;-8;
3;7;5;25;2;2;13;5;2;3;2020;30;1;4;4;1;1;5122202;2022-08-09;-5;
3;7;7;52;1;1;9;5;1;3;2000;50;1;4;4;1;1;5122205;2022-08-09;2;
3;5;5;50;2;2;15;5;1;5;1999;52;1;4;3;1;1;5122504;2022-10-20;-2;
3;4;5;77;2;2;7;5;1;3;1966;80;2;3;3;1;1;5122505;2022-10-20;-3;
2;7;7;27;2;2;14;5;8;2;2019;30;1;4;4;1;1;5122507;2022-10-20;-3;
2;7;7;37;2;2;13;5;8;4;2017;40;1;4;4;1;1;5122508;2022-10-20;-3;
3;3;7;65;1;1;14;5;1;3;1982;62;1;4;4;1;1;5122902;2022-10-25;3;
3;7;7;31;2;2;11;5;2;3;2021;34;1;5;5;1;1;5122904;2022-10-25;-3;
3;7;7;41;2;2;9;5;8;3;2014;42;1;4;4;1;1;5122909;2022-10-25;-1;
3;7;7;40;1;1;9;5;2;4;2015;37;1;4;4;1;1;5122910;2022-10-25;3;
3;6;5;54;1;1;15;5;1;3;1996;52;1;5;4;1;1;5123001;2022-10-21;2;
1;7;5;41;2;2;13;5;1;6;2001;47;1;3;3;1;1;5123105;2022-08-20;-6;
2;7;5;69;2;2;6;5;1;2;1968;76;1;4;3;1;1;5123108;2022-08-26;-7;
3;5;4;50;1;1;9;5;1;3;2005;47;1;3;3;1;1;5123304;2022-09-28;3;
2;7;6;23;1;1;13;5;1;4;2020;23;1;4;4;1;1;5123305;2022-09-28;0;
3;5;7;36;1;1;15;5;1;5;2011;33;1;4;5;1;1;5123306;2022-09-28;3;
3;7;7;45;2;2;13;5;1;4;2012;49;1;4;4;1;1;5123307;2022-09-28;-4;
3;7;5;25;2;2;17;5;2;4;2019;33;1;4;4;1;1;5123308;2022-09-28;-8;
3;7;5;37;1;1;12;5;8;4;2020;44;1;3;4;1;1;5123601;2022-10-31;-7;
3;6;5;34;1;1;11;5;2;5;2012;32;1;4;3;1;1;5123702;2022-10-21;2;
2;4;7;49;2;2;12;5;1;2;1998;50;1;4;4;1;1;5123703;2022-10-21;-1;
3;7;7;42;1;1;15;5;1;3;2001;37;1;4;4;1;1;5123706;2022-10-21;5;
1;7;7;28;2;2;9;5;2;6;2017;30;1;4;4;1;1;5123710;2022-10-21;-2;
2;6;4;31;2;2;9;5;8;2;2017;35;1;4;4;1;1;5123801;2022-10-27;-4;
1;5;5;58;2;2;9;5;1;1;1992;60;1;4;4;1;1;5123901;2022-09-09;-2;
2;5;7;47;2;2;13;5;1;3;2008;48;1;5;5;1;1;5123902;2022-09-13;-1;
3;7;7;38;1;1;15;5;1;4;2009;35;1;4;4;1;1;5123904;2022-09-09;3;
3;7;7;46;1;1;14;5;8;3;2015;43;1;3;4;1;1;5123906;2022-09-09;3;
2;7;7;36;2;2;13;5;1;3;2005;39;1;4;5;1;1;5123908;2022-09-09;-3;
2;4;3;33;2;2;12;5;2;2;2012;34;1;3;4;1;1;5123910;2022-09-09;-1;
3;6;6;50;1;1;13;5;1;3;2022;50;1;4;4;1;1;5124104;2022-09-07;0;
3;5;7;41;1;1;15;5;8;3;2018;43;1;4;4;1;1;5124105;2022-09-07;-2;
3;7;7;51;2;2;15;5;1;3;1998;54;1;4;4;1;1;5124109;2022-09-07;-3;
2;7;6;39;2;2;15;5;8;4;2010;39;1;4;4;1;1;5124205;2022-09-30;0;
3;5;7;55;1;1;15;5;1;4;1995;53;1;4;4;1;1;5124302;2022-09-14;2;
3;7;7;25;2;2;15;5;2;3;2020;25;1;4;4;1;1;5124303;2022-09-15;0;
3;7;7;34;2;2;13;5;2;3;2011;33;1;5;5;1;1;5124401;2022-09-06;1;
3;7;7;47;1;1;13;5;1;3;2019;42;1;3;5;1;1;5124404;2022-09-05;5;
2;7;7;35;2;2;9;5;1;2;2006;38;1;4;4;1;1;5124501;2022-09-02;-3;
1;4;4;32;2;2;15;5;1;6;2019;42;1;4;4;1;1;5124503;2022-08-02;-10;
3;7;1;32;2;2;13;5;2;2;2020;32;1;4;4;1;1;5124508;2022-08-26;0;
3;7;7;48;2;2;13;5;1;2;1994;47;1;4;4;1;1;5124510;2022-09-02;1;
1;7;7;46;2;2;9;5;1;2;2002;49;1;4;5;1;1;5124602;2022-08-08;-3;
3;6;7;70;1;1;9;5;1;4;1983;65;1;4;4;1;1;5124605;2022-08-08;5;
3;6;6;38;1;1;14;5;2;5;2010;45;1;4;4;1;1;5124606;2022-08-08;-7;
3;5;7;36;2;2;11;5;1;3;2014;44;1;4;4;1;1;5124701;2022-09-23;-8;
2;5;6;41;2;2;9;5;1;3;2009;51;1;3;4;1;1;5124703;2022-09-23;-10;
3;7;7;38;2;2;15;5;1;3;2015;40;1;3;4;1;1;5124704;2022-09-23;-2;
1;6;6;41;2;2;13;5;1;1;2006;42;1;4;4;1;1;5124802;2022-09-30;-1;
3;7;7;45;1;1;9;5;8;3;2010;41;1;3;3;1;1;5124803;2022-09-30;4;
3;4;6;39;2;2;15;5;1;3;2009;41;1;4;4;1;1;5124805;2022-10-08;-2;
1;6;6;40;2;2;15;5;2;6;2009;40;1;4;5;1;1;5124806;2022-10-07;0;
3;6;4;31;2;2;15;5;2;3;2021;33;1;3;3;1;1;5124808;2022-10-08;-2;
1;7;7;71;2;2;7;5;1;6;1972;73;1;3;5;1;1;5124902;2022-09-06;-2;
1;7;6;58;2;2;14;5;1;6;1976;58;1;5;5;1;1;5124908;2022-09-06;0;
1;4;5;27;2;2;9;5;2;1;2018;29;1;4;3;1;1;5125002;2022-10-09;-2;
3;7;7;38;1;1;9;5;1;3;2017;35;1;4;4;1;1;5125005;2022-10-09;3;
3;3;5;50;1;1;13;5;1;3;1994;47;1;3;4;1;1;5125008;2022-10-09;3;
3;7;6;34;2;2;11;5;8;3;2017;38;1;4;3;1;1;5125102;2022-10-07;-4;
1;7;5;42;2;2;9;5;1;6;1999;45;1;4;4;1;1;5125103;2022-10-07;-3;
3;6;5;57;2;2;13;5;1;3;1985;60;1;4;4;1;1;5125105;2022-10-07;-3;
1;4;7;50;2;2;9;5;1;6;1995;52;1;3;3;1;1;5125106;2022-10-07;-2;
1;7;7;34;2;2;10;5;1;6;2006;34;1;4;4;1;1;5125107;2022-10-07;0;
2;6;6;35;2;2;9;5;8;2;1995;37;1;4;4;1;1;5125201;2022-09-30;-2;
3;4;5;50;1;1;14;5;1;5;2000;48;1;3;4;1;1;5125204;2022-09-30;2;
2;6;6;32;2;2;10;5;2;1;2020;42;1;3;4;1;1;5125209;2022-08-16;-10;
3;5;6;47;1;1;13;5;8;3;2000;47;1;3;4;1;1;5125301;2022-09-14;0;
3;5;6;48;1;1;15;5;2;5;2021;46;1;4;4;1;1;5125305;2022-10-09;2;
2;7;7;29;2;2;12;5;8;2;2005;32;1;4;4;1;1;5125307;2022-09-14;-3;
1;6;4;33;2;2;11;5;2;1;2015;33;1;5;4;1;1;5125309;2022-10-25;0;
3;4;7;65;2;2;7;5;1;3;1985;70;2;3;3;1;1;5125310;2022-10-25;-5;
3;4;4;53;1;1;14;5;1;3;2002;50;1;4;4;1;1;5125401;2022-10-24;3;
2;7;6;35;2;2;12;5;8;2;2011;38;1;4;4;1;1;5125404;2022-10-24;-3;
1;7;7;55;2;2;9;5;1;1;1996;59;1;3;4;1;1;5125405;2022-10-25;-4;
3;6;6;68;2;2;7;5;1;3;1990;71;2;3;4;1;1;5125502;2022-08-16;-3;
3;1;6;60;2;2;7;5;1;3;1980;78;2;3;3;1;1;5125505;2022-08-16;-18;
3;5;7;53;2;2;9;5;1;2;1985;55;1;3;5;1;1;5125602;2022-08-08;-2;
1;4;4;30;2;2;11;5;2;6;2018;26;1;3;3;1;1;5125610;2022-08-09;4;
2;4;5;42;1;1;9;5;8;2;2000;42;1;4;3;1;1;5125702;2022-09-29;0;
2;4;3;34;2;2;13;5;8;1;2012;32;1;4;4;1;1;5125704;2022-09-29;2;
2;4;4;39;2;2;9;5;8;1;2009;39;1;3;3;1;1;5125705;2022-09-29;0;
3;7;6;27;1;1;9;5;8;3;2020;25;1;4;4;1;1;5125708;2022-09-29;2;
1;4;4;65;2;2;9;5;1;6;1978;68;1;3;4;1;1;5125709;2022-09-29;-3;
2;7;7;64;1;1;7;5;1;4;1985;79;1;4;4;1;1;5125801;2022-08-10;-15;
2;7;7;36;2;2;14;5;1;2;2002;38;1;4;4;1;1;5125803;2022-08-10;-2;
1;7;6;43;2;2;11;5;1;1;2006;44;1;4;4;1;1;5125808;2022-08-10;-1;
3;3;6;53;2;2;17;5;6;2;2020;61;1;5;5;1;1;5125909;2022-08-10;-8;
2;6;6;62;1;1;9;5;1;2;1978;61;1;4;4;1;1;5126001;2022-09-05;1;
3;7;7;30;1;1;13;5;2;5;2018;26;1;4;4;1;1;5126002;2022-09-05;4;
3;5;5;22;1;1;9;5;8;3;2014;23;1;4;4;1;1;5126004;2022-08-29;-1;
2;4;4;34;2;2;15;5;2;1;2012;32;1;4;5;1;1;5126007;2022-08-29;2;
3;7;7;44;1;1;14;5;8;3;2014;41;1;4;4;1;1;5126010;2022-09-05;3;
1;7;6;35;2;2;12;5;8;6;2017;37;1;4;4;1;1;5126101;2022-10-04;-2;
3;6;6;65;2;2;9;5;5;3;2014;70;1;4;4;1;1;5126102;2022-10-04;-5;
3;7;7;26;2;2;15;5;8;2;2018;27;1;5;4;1;1;5126104;2022-10-04;-1;
2;7;5;31;2;2;9;5;1;2;2014;27;1;3;4;1;1;5126105;2022-10-04;4;
1;7;7;38;2;2;11;5;1;1;2003;39;1;4;4;1;1;5126107;2022-10-04;-1;
3;7;4;33;1;1;9;5;8;5;2014;25;1;3;3;1;1;5126108;2022-10-04;8;
3;3;6;55;1;1;9;5;3;4;1996;54;2;3;4;1;1;5126208;2022-08-11;1;
2;6;6;41;2;2;11;5;8;3;2013;45;1;4;4;1;1;5126310;2022-10-27;-4;
3;7;7;40;1;1;9;5;1;4;2014;35;1;4;4;1;1;5126401;2022-10-31;5;
2;5;6;45;2;2;9;5;2;2;2000;47;1;4;4;1;1;5126501;2022-08-26;-2;
3;5;5;50;2;2;13;5;1;3;1984;58;1;4;3;1;1;5126503;2022-08-26;-8;
1;1;3;76;2;2;9;5;1;6;1965;78;2;3;4;1;1;5126602;2022-10-27;-2;
2;7;7;43;1;1;9;5;2;4;2006;43;1;4;4;1;1;5126607;2022-10-27;0;
2;5;4;29;2;2;13;5;1;2;2005;31;1;4;4;1;1;5126701;2022-10-26;-2;
2;5;7;62;2;2;9;5;2;4;2008;68;1;3;4;1;1;5126702;2022-10-26;-6;
3;4;5;56;1;1;9;5;1;3;2014;56;1;4;3;1;1;5126707;2022-10-26;0;
1;1;5;70;2;2;11;5;1;6;1975;74;1;3;4;1;1;5126709;2022-10-26;-4;
2;7;7;33;1;1;9;5;8;3;2018;33;1;4;4;1;1;5126710;2022-10-26;0;
1;6;5;22;2;2;14;5;2;6;2019;29;1;4;4;1;1;5126901;2022-10-06;-7;
2;5;5;58;2;2;9;5;6;3;1991;59;1;3;4;1;1;5126902;2022-10-06;-1;
2;4;5;49;2;2;9;5;1;1;1996;52;1;3;3;1;1;5126903;2022-10-06;-3;
2;6;4;32;2;2;9;5;1;2;2010;35;1;4;3;1;1;5126904;2022-10-06;-3;
2;2;4;37;2;2;15;5;1;4;2007;36;1;4;3;1;1;5126907;2022-10-06;1;
1;3;5;28;2;2;9;5;2;1;2017;32;1;4;4;1;1;5126909;2022-10-06;-4;
2;7;7;32;2;2;9;5;8;3;2012;31;1;4;4;1;1;5127101;2022-09-23;1;
2;6;5;46;2;2;9;5;8;2;2001;47;1;4;4;1;1;5127102;2022-09-23;-1;
2;7;7;35;2;2;9;5;2;1;2018;35;1;5;4;1;1;5127103;2022-09-23;0;
2;;7;78;2;2;6;5;1;1;1966;83;2;3;3;1;1;5127104;2022-09-23;-5;
3;2;4;50;1;1;9;5;1;5;1991;46;1;3;3;1;1;5127107;2022-10-09;4;
3;7;7;28;2;2;9;5;8;3;2018;35;1;4;4;1;1;5127207;2022-10-25;-7;
3;7;5;33;1;1;13;5;2;5;2022;32;1;4;4;1;1;5127208;2022-10-24;1;
3;6;4;55;1;1;13;5;3;5;1999;52;1;4;4;1;1;5127209;2022-10-24;3;
3;6;5;58;2;2;15;5;1;3;1989;60;1;4;4;1;1;5127210;2022-10-24;-2;
3;6;5;49;1;1;15;5;1;4;2005;49;1;4;4;1;1;5127305;2022-10-26;0;
2;7;7;45;2;2;15;5;1;3;2005;45;1;4;4;1;1;5127401;2022-09-06;0;
1;7;7;32;2;2;9;5;2;1;2009;38;1;3;4;1;1;5127403;2022-09-06;-6;
2;7;7;21;2;2;7;5;8;3;2018;23;1;4;4;1;1;5127408;2022-09-06;-2;
3;7;7;60;1;2;7;5;2;5;2017;37;1;4;4;1;1;5127410;2022-09-06;23;
3;6;6;48;2;2;15;5;1;3;2000;50;1;4;4;1;1;5127601;2022-09-29;-2;
1;3;4;54;2;2;9;5;1;6;1990;58;1;3;3;1;1;5127604;2022-09-29;-4;
2;6;5;31;2;2;11;5;1;3;2014;33;1;4;4;1;1;5127607;2022-09-29;-2;
2;7;7;40;2;2;8;5;1;3;2008;35;1;3;2;1;1;5127701;2022-09-13;5;
1;5;4;55;2;2;11;5;1;2;2003;50;1;3;4;1;1;5127702;2022-09-13;5;
2;6;5;45;1;1;15;5;1;3;2012;40;1;4;4;1;1;5127708;2022-09-13;5;
3;6;7;38;1;1;13;5;8;4;2021;35;1;3;4;1;1;5127709;2022-09-13;3;
2;6;6;45;2;2;14;5;2;2;2010;52;1;4;4;1;1;5127801;2022-10-26;-7;
3;4;7;85;1;1;8;5;1;5;1962;84;2;4;5;1;1;5127802;2022-10-26;1;
2;7;7;72;2;2;7;5;1;2;1975;70;1;3;4;1;1;5127805;2022-10-26;2;
3;7;6;37;2;2;13;5;2;2;2009;38;1;4;4;1;1;5127806;2022-10-26;-1;
3;1;7;50;2;2;9;5;2;4;2013;52;1;2;3;1;1;5127807;2022-10-26;-2;
2;7;6;42;2;2;15;5;1;2;2007;48;1;4;5;1;1;5127808;2022-10-26;-6;
3;6;6;34;1;1;14;5;8;4;2019;31;1;4;4;1;1;5128002;2022-10-05;3;
3;6;6;66;1;1;7;5;1;5;2012;54;1;3;4;1;1;5128003;2022-10-05;12;
1;6;5;62;2;2;7;5;1;6;1985;59;1;4;4;1;1;5128004;2022-10-05;3;
2;7;7;47;2;2;7;5;1;4;1995;55;1;4;4;1;1;5128005;2022-10-05;-8;
1;6;5;27;2;2;9;5;2;6;2013;28;1;4;3;1;1;5128006;2022-10-05;-1;
1;7;6;34;2;2;9;5;1;6;2020;35;1;3;5;1;1;5128010;2022-10-05;-1;
3;7;7;35;1;1;9;5;1;5;2014;31;1;4;4;1;1;5128101;2022-09-22;4;
2;7;7;32;1;1;13;5;2;5;2021;28;1;4;3;1;1;5128102;2022-09-22;4;
2;3;5;49;1;1;7;5;1;2;2016;45;2;2;2;1;1;5128103;2022-09-22;4;
2;5;5;50;2;2;9;5;1;2;1999;49;1;4;4;1;1;5128104;2022-09-22;1;
1;5;5;63;2;2;9;5;1;6;1979;66;2;3;3;1;1;5128105;2022-09-22;-3;
2;6;6;62;2;2;9;5;1;3;1979;66;1;4;4;1;1;5128106;2022-09-22;-4;
1;6;7;56;2;2;9;5;1;6;1986;58;2;3;4;1;1;5128108;2022-09-22;-2;
1;6;3;46;2;2;7;5;1;6;1992;50;1;2;4;1;1;5128201;2022-09-23;-4;
1;7;6;45;2;2;13;5;1;2;1998;39;1;4;4;1;1;5128203;2022-09-23;6;
2;6;6;78;2;2;10;5;1;4;1975;77;2;3;4;1;1;5128204;2022-09-23;1;
1;5;6;60;2;2;9;5;1;6;1995;60;1;4;4;1;1;5128301;2022-09-20;0;
2;3;7;70;2;2;8;5;1;3;1977;85;2;4;5;1;1;5128303;2022-09-20;-15;
1;7;7;46;2;2;13;5;1;6;1998;45;1;5;5;1;1;5128304;2022-09-19;1;
3;7;6;43;2;2;15;5;1;3;1998;44;1;;5;1;1;5128307;2022-09-19;-1;
3;6;6;28;1;1;9;5;1;1;2020;25;1;5;4;1;1;5128401;2022-10-05;3;
3;6;6;28;1;1;13;5;1;1;2018;27;1;5;4;1;1;5128601;2022-09-30;1;
1;5;6;60;2;2;7;5;1;6;1983;65;1;5;4;1;1;5128603;2022-09-30;-5;
1;5;6;28;2;2;9;5;2;6;2020;30;1;4;3;1;1;5128604;2022-09-30;-2;
3;7;7;52;1;1;15;5;1;3;1992;52;1;5;4;1;1;5128605;2022-09-30;0;
1;6;6;25;2;2;13;5;2;6;2019;28;1;5;4;1;1;5128803;2022-09-30;-3;
3;1;6;80;1;1;6;5;1;4;1968;78;2;3;2;1;1;5128804;2022-09-30;2;
3;6;6;44;1;1;9;5;1;2;2017;44;1;4;3;1;1;5128808;2022-09-30;0;
2;7;6;47;2;2;9;5;2;2;2010;48;1;4;5;1;1;5128809;2022-09-30;-1;
1;6;6;22;2;2;12;5;2;6;2020;24;1;4;4;1;1;5128902;2022-10-05;-2;
3;6;6;30;1;1;9;5;1;3;2014;26;2;3;4;1;1;5128907;2022-10-05;4;
3;7;5;36;2;2;15;5;1;2;2018;36;1;4;4;1;1;5128910;2022-10-05;0;
2;6;6;35;2;2;9;5;2;4;2013;34;1;4;4;1;1;5129101;2022-09-27;1;
2;7;7;44;2;2;15;5;1;2;2000;43;1;4;4;1;1;5129102;2022-09-23;1;
1;7;7;68;2;2;9;5;1;6;1972;69;1;4;4;1;1;5129203;2022-08-23;-1;
3;6;7;48;1;1;9;5;1;4;1995;48;1;5;4;1;1;5129302;2022-08-29;0;
2;6;7;70;2;2;15;5;1;3;1979;70;2;4;3;1;1;5129306;2022-08-29;0;
2;6;7;51;2;2;13;5;2;2;1993;70;1;4;5;1;1;5129310;2022-08-29;-19;
1;6;6;42;2;2;9;5;2;6;2021;42;2;3;4;1;1;5129403;2022-09-02;0;
2;5;5;59;2;2;9;5;8;6;2014;58;2;3;4;1;1;5129406;2022-09-02;1;
3;7;7;55;1;1;9;5;2;4;2007;40;2;5;4;1;1;5129408;2022-09-02;15;
3;7;7;53;2;2;13;5;8;2;2015;60;1;4;4;1;1;5129409;2022-09-02;-7;
1;2;4;58;2;2;7;5;1;6;1980;64;1;4;3;1;1;5129501;2022-09-14;-6;
1;5;5;38;2;2;9;5;2;6;2012;38;1;4;4;1;1;5129502;2022-09-14;0;
2;6;4;61;2;2;7;5;1;1;1983;62;1;3;3;1;1;5129505;2022-09-14;-1;
1;4;2;59;2;2;9;5;1;6;1986;65;1;3;4;1;1;5129509;2022-09-20;-6;
2;1;6;72;2;2;7;5;1;2;1982;70;2;3;4;1;1;5129510;2022-09-20;2;
2;;6;80;2;2;8;5;1;3;1970;80;2;5;4;1;1;5129804;2022-10-01;0;
3;6;5;58;1;1;9;5;2;4;1985;62;2;5;4;1;1;5129805;2022-10-01;-4;
3;5;7;69;2;2;6;5;1;3;1982;69;1;4;4;1;1;5129806;2022-10-01;0;
1;6;7;43;2;2;9;5;1;6;2002;45;1;5;4;1;1;5129807;2022-10-01;-2;
3;6;6;28;2;2;9;5;2;3;2018;30;1;5;5;1;1;5129901;2022-09-12;-2;
3;3;4;70;1;1;10;5;1;3;1982;72;2;3;3;1;1;5129903;2022-09-12;-2;
3;6;6;84;1;1;8;5;1;4;1963;77;2;4;3;1;1;5130003;2022-09-12;7;
2;6;6;76;2;2;6;5;1;2;1962;83;1;4;4;1;1;5130006;2022-09-12;-7;
3;3;6;75;2;2;7;5;1;2;1960;78;2;4;4;1;1;5130009;2022-09-02;-3;
1;7;4;41;2;2;9;5;2;3;2010;50;1;3;4;1;1;5130010;2022-09-02;-9;
1;7;7;40;2;2;11;5;1;6;2006;40;1;5;5;1;1;5130101;2022-09-14;0;
1;7;6;47;2;2;9;5;1;6;2014;47;1;4;5;1;1;5130105;2022-09-14;0;
1;6;5;39;2;2;7;5;8;6;2006;34;1;3;3;1;1;5130407;2022-09-12;5;
1;6;6;28;2;2;9;5;2;6;2017;34;1;5;4;1;1;5130506;2022-10-03;-6;
3;4;6;80;1;1;6;5;1;5;2004;64;1;3;3;1;1;5130602;2022-08-29;16;
3;6;5;64;1;1;9;5;2;5;2002;63;2;3;2;1;1;5130604;2022-08-29;1;
2;7;4;58;2;2;13;5;2;2;2005;58;1;3;3;1;1;5130609;2022-08-29;0;
3;6;6;33;1;1;9;5;1;3;2012;30;1;5;4;1;1;5130701;2022-09-13;3;
3;5;6;65;1;1;9;5;1;5;1983;61;2;5;5;1;1;5130704;2022-09-13;4;
3;6;6;47;2;2;11;5;2;3;1997;54;1;3;4;1;1;5130707;2022-09-13;-7;
3;6;7;63;1;1;9;5;1;5;1984;60;1;4;4;1;1;5130807;2022-09-02;3;
2;7;7;77;2;2;7;5;1;2;1966;81;1;3;4;1;1;5130909;2022-09-20;-4;
1;5;6;30;2;2;9;5;2;6;2015;35;1;4;4;1;1;5130910;2022-09-20;-5;
2;6;6;42;2;2;9;5;2;2;2017;38;1;3;4;1;1;5131004;2022-09-22;4;
2;5;7;36;2;2;16;5;8;1;2021;48;2;5;5;1;1;5131101;2022-08-16;-12;
1;5;7;66;2;2;9;5;1;2;1981;69;1;5;4;1;1;5131205;2022-09-12;-3;
1;5;6;55;2;2;9;5;1;6;1997;60;1;4;4;1;1;5131206;2022-09-12;-5;
1;5;6;52;2;2;9;5;1;6;2000;62;1;4;4;1;1;5131301;2022-09-06;-10;
1;4;5;73;2;2;7;5;1;6;1962;76;2;3;3;1;1;5131401;2022-09-14;-3;
3;6;6;51;1;1;13;5;1;4;1994;52;1;4;4;1;1;5131403;2022-09-14;-1;
3;7;7;51;1;1;7;5;2;4;2017;51;1;4;4;1;1;5131404;2022-09-14;0;
3;5;6;76;2;2;8;5;2;3;2000;72;2;3;3;1;1;5131501;2022-09-07;4;
1;5;7;64;2;2;8;5;1;6;1984;68;1;4;4;1;1;5131503;2022-09-07;-4;
2;7;5;47;2;2;9;5;1;2;2015;48;1;4;4;1;1;5131505;2022-09-07;-1;
1;7;7;38;2;2;13;5;1;6;2013;38;1;5;5;1;1;5131508;2022-09-07;0;
3;5;5;48;1;1;9;5;1;4;2000;45;1;3;4;1;1;5131603;2022-10-03;3;
2;4;5;65;2;2;9;5;1;3;1990;69;2;5;4;1;1;5131606;2022-10-03;-4;
1;5;5;26;2;2;13;5;2;6;2020;30;1;4;4;1;1;5131703;2022-09-20;-4;
2;5;5;58;1;1;10;5;1;2;1985;62;2;3;3;1;1;5131706;2022-09-20;-4;
2;5;6;72;2;2;7;5;1;3;2015;76;2;3;4;1;1;5131707;2022-09-20;-4;
2;6;4;55;2;2;9;5;1;4;1998;57;1;4;4;1;1;5131806;2022-09-27;-2;
3;5;5;34;2;2;13;5;1;4;2013;42;1;4;4;1;1;5131810;2022-09-27;-8;
1;7;6;44;2;2;9;5;1;6;2000;50;1;4;4;1;1;5131902;2022-09-09;-6;
1;5;6;60;2;2;9;5;1;6;1985;60;1;4;4;1;1;5131907;2022-09-09;0;
3;6;6;52;2;2;7;5;1;3;1990;50;1;5;5;1;1;5131909;2022-09-09;2;
3;6;6;46;2;2;15;5;1;3;2012;46;1;5;5;1;1;5131910;2022-09-09;0;
3;5;4;69;1;1;9;5;1;5;1977;64;1;3;3;1;1;5132001;2022-09-27;5;
1;5;5;75;2;2;6;5;1;6;1960;73;2;1;3;1;1;5132008;2022-09-23;2;
3;4;7;65;1;1;9;5;1;4;1978;67;1;2;4;1;1;5132009;2022-09-23;-2;
3;6;6;40;1;1;9;5;3;1;2016;35;1;4;4;1;1;5132103;2022-09-09;5;
1;6;7;45;2;2;11;5;1;6;1998;46;1;5;5;1;1;5132104;2022-09-09;-1;
3;7;7;30;1;1;15;5;1;1;2012;30;1;5;5;1;1;5132107;2022-09-09;0;
