p93;i_6_p9;i_2_p9;p4;p1;p3;p5;region;p7;p92;p84;p91;p96;p10;p8;p81;p83;folio_encuesta;fecha;diferencia_edad_pareja;anios_convivencia_aprox
1;7;6;33;2;2;9;13;2;6;2015;30;1;3;4;1;1;13172504;2022-08-29;3;
3;6;4;30;2;2;13;13;1;2;2007;36;1;4;3;1;1;13172505;2022-09-01;-6;
1;7;5;37;2;2;11;13;6;6;2018;40;1;4;4;1;1;13172509;2022-10-27;-3;
1;7;6;47;1;1;9;13;1;5;1991;47;1;3;4;1;1;13172602;2022-08-27;0;
2;6;7;36;2;2;7;13;8;2;2004;47;1;3;3;1;1;13172604;2022-08-26;-11;
1;5;4;36;2;2;9;13;2;5;2020;34;1;4;4;1;1;13172605;2022-10-27;2;
1;7;7;20;2;2;12;13;1;6;2020;23;1;4;5;1;1;13172606;2022-08-27;-3;
1;3;4;55;2;2;7;13;2;6;1999;76;1;3;4;1;1;13172608;2022-08-26;-21;
1;4;6;50;2;2;9;13;1;6;2002;49;1;4;4;1;1;13172609;2022-08-26;1;
3;6;6;69;1;1;6;13;1;3;1974;65;;3;4;1;1;13172610;2022-10-27;4;
2;4;7;71;2;2;7;13;1;3;1994;55;1;3;4;1;1;13172701;2022-09-09;16;
1;7;4;40;1;1;9;13;8;5;2004;46;1;3;4;1;1;13172702;2022-09-10;-6;
3;7;6;47;2;2;9;13;1;5;1991;50;1;4;4;1;1;13172704;2022-09-10;-3;
2;7;6;28;2;2;9;13;8;2;2012;30;1;4;4;1;1;13172705;2022-09-10;-2;
2;;4;73;2;2;1;13;1;6;1975;73;;2;3;1;1;13172706;2022-09-09;0;
2;7;7;31;2;2;11;13;1;2;2011;50;1;4;4;1;1;13172709;2022-09-10;-19;
3;6;6;54;1;1;7;13;1;5;1990;53;1;4;4;1;1;13172710;2022-09-10;1;
2;7;5;42;2;2;11;13;1;2;2000;49;1;3;4;1;1;13172801;2022-09-02;-7;
1;7;6;42;2;2;9;13;1;6;2000;50;1;2;3;1;1;13172802;2022-09-03;-8;
2;5;5;43;1;1;12;13;1;4;2005;34;1;3;4;1;1;13172805;2022-09-03;9;
2;4;5;24;2;2;14;13;2;1;2018;27;1;3;3;1;1;13172806;2022-09-02;-3;
1;5;7;57;2;2;9;13;1;6;1991;61;1;4;4;1;1;13172809;2022-09-03;-4;
3;4;7;49;2;2;9;13;2;3;1988;51;1;4;4;1;1;13172901;2022-09-06;-2;
1;7;7;38;2;2;9;13;8;6;2018;38;2;4;4;1;1;13172902;2022-09-06;0;
2;5;6;61;2;2;7;13;1;1;1982;66;2;4;3;1;1;13172904;2022-09-06;-5;
3;7;4;47;1;1;9;13;1;6;1989;55;1;3;3;1;1;13172905;2022-09-06;-8;
2;7;6;49;2;2;11;13;1;2;1997;51;1;3;4;1;1;13172906;2022-09-06;-2;
1;5;5;37;2;2;11;13;1;6;2016;50;1;4;4;1;1;13172908;2022-09-06;-13;
1;6;5;48;2;2;11;13;1;6;2002;40;1;4;4;1;1;13172910;2022-09-06;8;
3;4;5;33;2;2;11;13;8;3;2020;33;1;3;3;1;1;13173003;2022-09-01;0;
1;7;7;29;2;2;9;13;8;6;2011;28;1;4;4;1;1;13173005;2022-10-26;1;
3;6;6;62;1;1;9;13;2;5;2013;40;1;4;3;1;1;13173006;2022-09-01;22;
3;7;5;60;2;2;7;13;1;4;1986;60;1;3;4;1;1;13173008;2022-10-26;0;
3;4;5;55;1;1;7;13;8;4;1995;60;2;3;3;1;1;13173009;2022-10-26;-5;
1;5;6;34;2;2;10;13;2;6;2005;38;1;4;4;1;1;13173102;2022-09-14;-4;
1;7;7;50;2;2;7;13;2;6;2000;50;1;3;4;1;1;13173107;2022-09-14;0;
3;6;5;46;2;2;9;13;1;2;1994;50;1;3;3;1;1;13173108;2022-09-14;-4;
3;6;6;61;2;2;15;13;2;2;1994;68;2;4;3;1;1;13173109;2022-09-14;-7;
3;6;5;57;1;1;9;13;2;2;1994;51;1;3;4;1;1;13173110;2022-09-14;6;
2;3;7;67;1;1;7;13;1;2;1995;76;2;1;4;1;1;13173201;2022-08-31;-9;
2;7;5;62;2;2;9;13;1;4;1989;59;2;3;4;1;1;13173202;2022-08-31;3;
2;1;5;60;2;2;7;13;8;6;2007;80;2;2;4;1;1;13173203;2022-08-31;-20;
3;7;5;29;1;1;9;13;8;4;2018;31;1;3;3;1;1;13173204;2022-09-01;-2;
3;3;1;41;2;2;9;13;8;3;2002;47;2;2;3;1;1;13173303;2022-09-07;-6;
1;7;6;39;2;2;9;13;1;6;2006;53;1;4;4;1;1;13173304;2022-09-07;-14;
3;7;7;51;1;1;11;13;1;5;1994;51;1;5;4;1;1;13173309;2022-09-07;0;
3;1;5;71;2;2;13;13;1;5;1977;72;2;5;3;1;1;13173902;2022-08-22;-1;
3;6;6;34;2;2;9;13;1;3;2019;34;1;4;5;1;1;13174002;2022-09-20;0;
3;3;5;70;1;1;15;13;1;5;1985;69;2;3;3;1;1;13174401;2022-08-31;1;
3;6;6;41;2;2;12;13;1;3;2007;42;1;4;4;1;1;13174403;2022-09-01;-1;
1;6;6;53;2;2;13;13;1;6;1994;53;2;4;5;1;1;13174404;2022-09-01;0;
3;6;5;56;1;1;13;13;1;4;1994;54;1;4;4;1;1;13174405;2022-09-01;2;
3;5;5;64;2;2;13;13;1;2;1982;69;2;4;4;1;1;13174406;2022-09-02;-5;
1;6;7;52;2;2;13;13;1;6;2000;52;1;4;4;1;1;13174407;2022-09-02;0;
3;7;5;27;2;2;13;13;1;2;2020;40;1;4;4;1;1;13174409;2022-09-05;-13;
1;7;5;41;2;2;15;13;1;1;2009;41;1;4;4;1;1;13174505;2022-09-27;0;
3;7;5;47;1;1;15;13;2;5;2005;46;1;5;5;1;1;13174506;2022-09-27;1;
3;6;4;33;1;1;14;13;2;3;2018;25;1;3;4;1;1;13174702;2022-09-14;8;
2;2;7;69;2;2;12;13;1;2;1971;71;1;3;3;1;1;13174706;2022-09-15;-2;
3;6;5;27;1;1;13;13;8;3;2020;28;;3;4;1;1;13174707;2022-09-15;-1;
2;7;7;46;1;1;9;13;2;3;2010;46;1;5;4;1;1;13174708;2022-09-15;0;
2;2;6;79;2;2;8;13;1;3;1961;82;2;3;4;1;1;13174709;2022-09-15;-3;
3;4;6;41;2;2;13;13;1;2;2000;42;1;4;4;1;1;13174710;2022-09-15;-1;
3;4;4;34;1;1;11;13;2;4;2010;47;1;4;4;1;1;13174801;2022-09-06;-13;
1;6;7;33;2;2;7;13;2;1;2006;39;1;4;4;1;1;13174802;2022-09-06;-6;
2;3;4;63;2;2;7;13;1;3;1975;65;1;4;4;1;1;13174808;2022-09-07;-2;
3;7;5;42;1;1;11;13;1;4;2003;39;1;4;4;1;1;13174810;2022-09-13;3;
3;6;5;80;1;1;8;13;8;4;2002;60;2;4;4;1;1;13174902;2022-08-25;20;
1;7;5;23;2;2;11;13;8;6;2020;25;1;3;3;1;1;13174903;2022-08-25;-2;
1;7;3;36;2;2;9;13;8;6;2020;24;1;4;3;1;1;13174904;2022-08-25;12;
1;7;7;43;2;2;7;13;1;6;1998;43;1;3;3;1;1;13174908;2022-08-25;0;
3;5;5;46;1;1;12;13;1;3;2018;42;1;4;4;1;1;13175002;2022-11-04;4;
3;5;5;39;1;1;15;13;1;5;2000;38;1;4;4;1;1;13175004;2022-11-04;1;
3;7;7;36;1;1;14;13;8;3;2018;36;1;4;3;1;1;13175101;2022-11-11;0;
2;2;7;54;2;2;7;13;2;6;1996;64;2;2;3;1;1;13175104;2022-11-12;-10;
2;7;5;25;2;2;9;13;8;3;2019;24;1;3;4;1;1;13175108;2022-11-14;1;
2;5;3;39;2;2;11;13;1;2;2002;41;1;3;4;1;1;13175202;2022-11-08;-2;
2;4;5;58;2;2;9;13;1;2;1986;60;2;3;3;1;1;13175203;2022-11-08;-2;
3;7;7;68;1;1;9;13;1;4;1980;64;1;4;4;1;1;13175204;2022-11-08;4;
2;5;7;43;2;2;9;13;1;2;1997;46;1;3;3;1;1;13175206;2022-11-09;-3;
3;7;6;28;2;2;11;13;8;3;2021;29;1;4;4;1;1;13175207;2022-11-09;-1;
3;6;6;29;1;1;15;13;8;4;2018;30;1;4;3;1;1;13175208;2022-11-09;-1;
2;5;6;62;2;2;9;13;6;2;2014;50;1;4;4;1;1;13175210;2022-11-11;12;
1;7;6;60;2;2;9;13;1;1;1988;57;1;3;4;1;1;13175301;2022-11-14;3;
2;2;5;65;2;2;7;13;1;2;1972;69;2;2;3;1;1;13175302;2022-11-14;-4;
2;5;1;34;2;2;11;13;2;2;2021;37;1;2;2;1;1;13175305;2022-11-14;-3;
2;7;7;61;2;2;11;13;1;3;1981;62;1;4;4;1;1;13175306;2022-11-14;-1;
1;7;5;60;2;2;7;13;2;2;1986;60;1;2;2;1;1;13175309;2022-11-15;0;
2;7;7;48;2;2;11;13;1;2;1981;51;1;4;4;1;1;13175310;2022-11-15;-3;
1;7;4;62;2;2;7;13;1;2;1995;66;1;3;3;1;1;13175401;2022-11-07;-4;
1;6;5;58;2;2;11;13;1;2;1991;62;1;3;3;1;1;13175402;2022-11-07;-4;
1;7;7;32;1;1;7;13;1;5;2010;37;1;5;4;1;1;13175403;2022-11-07;-5;
1;6;6;62;1;1;11;13;1;5;1982;58;1;4;3;1;1;13175404;2022-11-07;4;
3;7;7;49;1;1;9;13;8;3;2019;52;1;4;5;1;1;13175408;2022-11-08;-3;
3;4;7;73;1;1;7;13;1;5;1973;71;;4;4;1;1;13175409;2022-11-08;2;
1;6;4;37;2;2;11;13;1;1;2012;42;1;3;3;1;1;13175410;2022-11-10;-5;
2;5;1;40;2;2;11;13;2;1;2011;41;1;3;3;1;1;13175501;2022-11-10;-1;
3;6;5;49;2;2;13;13;2;2;2020;32;1;3;4;1;1;13175502;2022-11-10;17;
3;7;4;70;1;1;7;13;1;3;1973;75;;3;1;1;1;13175503;2022-11-10;-5;
2;5;7;35;2;2;11;13;1;2;2007;53;2;3;2;1;1;13175504;2022-11-11;-18;
3;7;7;42;1;1;11;13;1;5;2018;28;1;5;4;1;1;13175505;2022-11-11;14;
1;7;5;57;2;2;7;13;1;1;1992;55;1;4;4;1;1;13175507;2022-11-12;2;
3;7;7;55;1;1;7;13;2;5;1994;60;1;3;4;1;1;13175508;2022-11-12;-5;
2;7;1;57;2;2;7;13;1;6;1980;65;1;2;3;1;1;13175509;2022-11-12;-8;
2;7;5;34;1;1;17;13;1;2;2018;31;1;4;4;1;1;13175604;2022-11-07;3;
3;6;7;60;2;2;9;13;1;3;1983;62;1;3;4;1;1;13175607;2022-11-08;-2;
3;4;5;48;2;2;7;13;1;4;1992;61;1;4;4;1;1;13175701;2022-11-13;-13;
2;7;1;57;2;2;9;13;2;1;2007;77;1;1;1;1;1;13175702;2022-11-14;-20;
3;5;6;34;2;2;13;13;8;3;2017;50;1;3;4;1;1;13175704;2022-11-14;-16;
2;3;5;78;2;2;7;13;1;2;1965;79;2;3;4;1;1;13175705;2022-11-14;-1;
2;6;7;63;2;2;9;13;1;2;1977;68;1;4;3;1;1;13175706;2022-11-14;-5;
3;7;6;43;2;2;13;13;8;4;2013;45;1;4;3;1;1;13175708;2022-11-14;-2;
2;3;6;47;2;2;12;13;8;2;2017;72;1;2;4;1;1;13175709;2022-11-15;-25;
1;1;6;55;2;2;11;13;1;6;1987;58;2;3;1;1;1;13175801;2022-11-10;-3;
2;3;4;72;2;2;6;13;1;6;1971;92;2;3;3;1;1;13175802;2022-11-10;-20;
1;5;6;46;2;2;11;13;2;1;1998;47;1;4;4;1;1;13175803;2022-11-10;-1;
1;5;6;46;2;2;7;13;2;6;2006;59;1;3;4;1;1;13175805;2022-11-11;-13;
2;3;5;78;2;2;6;13;1;6;1973;77;2;3;3;1;1;13175806;2022-11-11;1;
2;6;3;48;2;2;9;13;1;2;1999;46;1;4;3;1;1;13175902;2022-11-14;2;
3;7;6;29;2;2;9;13;2;3;2015;30;1;4;4;1;1;13175905;2022-11-15;-1;
1;4;6;45;1;1;11;13;1;5;2001;43;1;4;3;1;1;13175906;2022-11-15;2;
3;3;5;55;2;2;7;13;2;3;1999;64;1;3;4;1;1;13176001;2022-11-12;-9;
1;1;3;68;2;2;7;13;1;6;1992;68;2;3;3;1;1;13176006;2022-11-14;0;
2;7;7;52;2;2;9;13;1;2;2014;56;1;4;4;1;1;13176007;2022-11-14;-4;
2;7;6;61;2;2;13;13;1;6;1989;66;1;2;4;1;1;13176009;2022-11-14;-5;
1;6;4;53;2;2;9;13;1;6;1992;57;2;4;4;1;1;13176010;2022-11-14;-4;
1;5;6;50;2;2;7;13;8;6;1991;54;1;2;3;1;1;13176103;2022-11-13;-4;
3;5;6;66;1;1;7;13;1;4;1981;66;1;3;4;1;1;13176104;2022-11-15;0;
3;4;5;34;1;1;11;13;3;5;2018;30;1;4;5;1;1;13176106;2022-11-06;4;
3;5;5;35;1;1;15;13;1;5;2015;30;1;4;4;1;1;13176110;2022-11-06;5;
2;7;7;57;2;2;7;13;2;3;2018;60;1;3;4;1;1;13176207;2022-10-06;-3;
1;7;7;53;2;2;7;13;2;2;2002;47;1;4;4;1;1;13176210;2022-10-07;6;
3;7;4;41;2;2;9;13;1;2;2010;41;1;2;3;1;1;13176302;2022-11-02;0;
3;7;7;30;2;2;12;13;1;1;2011;30;1;3;4;1;1;13176305;2022-11-02;0;
1;7;7;25;2;2;9;13;2;6;2016;29;1;4;4;1;1;13176306;2022-11-02;-4;
1;5;3;34;2;2;11;13;1;6;2018;39;1;4;4;1;1;13176307;2022-11-02;-5;
1;5;7;32;2;2;9;13;2;6;2021;32;1;3;4;1;1;13176308;2022-11-02;0;
2;7;5;51;2;2;11;13;1;6;1988;53;1;3;3;1;1;13176401;2022-10-08;-2;
2;7;6;58;2;2;9;13;2;2;2020;65;1;4;5;1;1;13176402;2022-10-08;-7;
2;1;2;52;2;2;9;13;2;2;1986;51;1;3;;1;1;13176403;2022-10-08;1;
2;6;5;44;2;2;7;13;2;2;2008;46;1;3;3;1;1;13176405;2022-10-09;-2;
1;7;7;63;2;2;1;13;2;6;2001;65;1;2;4;1;1;13176406;2022-10-11;-2;
2;3;4;47;2;2;11;13;1;2;1997;56;1;2;3;1;1;13176408;2022-10-11;-9;
3;6;6;26;1;1;11;13;1;4;2018;26;1;4;5;1;1;13176409;2022-08-24;0;
2;7;6;52;2;2;11;13;2;2;2006;43;1;3;4;1;1;13176410;2022-10-14;9;
2;7;7;31;2;2;9;13;1;1;2010;33;1;3;4;1;1;13176503;2022-10-17;-2;
1;5;4;32;2;2;11;13;2;1;2015;32;1;3;3;1;1;13176504;2022-10-17;0;
2;1;4;65;2;2;7;13;1;3;1976;67;1;3;3;1;1;13176505;2022-10-17;-2;
2;6;5;39;2;2;9;13;2;3;2001;42;1;3;3;1;1;13176507;2022-10-18;-3;
1;1;1;51;2;2;7;13;2;1;2006;53;1;1;3;1;1;13176508;2022-10-20;-2;
2;7;4;50;2;2;7;13;2;2;2020;51;1;3;3;1;1;13176510;2022-10-20;-1;
3;5;3;37;1;1;11;13;1;5;2013;36;1;4;2;1;1;13176602;2022-08-04;1;
2;7;7;59;2;2;15;13;1;2;2020;63;1;4;4;1;1;13176603;2022-08-04;-4;
2;7;7;24;2;2;9;13;1;2;2015;27;1;5;5;1;1;13176607;2022-08-04;-3;
2;7;1;50;2;2;9;13;1;2;1992;49;1;1;1;1;1;13176701;2022-10-21;1;
1;5;4;50;2;2;9;13;1;5;1991;56;1;4;4;1;1;13176702;2022-10-21;-6;
1;2;6;47;2;2;9;13;2;3;2018;46;2;2;3;1;1;13176703;2022-10-21;1;
1;5;6;60;2;2;7;13;1;5;1981;64;1;4;4;1;1;13176705;2022-10-24;-4;
1;6;4;51;2;2;11;13;1;2;1990;53;1;3;3;1;1;13176706;2022-10-24;-2;
1;5;7;26;2;2;11;13;3;6;2011;30;1;5;4;1;1;13176709;2022-11-14;-4;
3;6;6;56;1;1;9;13;1;5;2009;53;1;4;4;1;1;13176710;2022-11-14;3;
1;6;5;30;2;2;9;13;8;6;2010;31;1;4;3;1;1;13176801;2022-11-02;-1;
2;7;7;35;1;1;9;13;1;4;2011;34;1;4;4;1;1;13176802;2022-11-02;1;
1;7;5;40;2;2;9;13;5;2;2019;33;1;3;3;1;1;13176804;2022-11-02;7;
1;6;7;35;2;2;9;13;2;6;2006;39;1;3;3;1;1;13176805;2022-11-03;-4;
1;7;4;40;2;2;11;13;1;2;2006;38;1;3;4;1;1;13176807;2022-11-03;2;
3;5;5;53;2;2;9;13;1;4;2001;48;1;3;4;1;1;13176901;2022-09-26;5;
3;5;7;54;1;1;7;13;2;3;1983;68;1;3;3;1;1;13176903;2022-09-26;-14;
3;3;6;68;2;2;7;13;1;2;1976;69;2;3;4;1;1;13176904;2022-09-26;-1;
1;7;7;55;2;2;9;13;8;6;2018;60;1;4;4;1;1;13176905;2022-09-26;-5;
1;2;4;62;2;2;7;13;1;6;1979;77;2;3;3;1;1;13177001;2022-11-04;-15;
2;6;5;38;2;2;7;13;1;6;2010;42;1;3;4;1;1;13177002;2022-11-04;-4;
3;7;5;72;1;1;12;13;1;4;2017;62;1;3;3;1;1;13177005;2022-11-02;10;
2;7;7;33;2;2;10;13;8;2;2019;29;1;4;4;1;1;13177006;2022-11-02;4;
1;5;5;34;2;2;9;13;2;6;2017;35;1;3;4;1;1;13177402;2022-11-03;-1;
1;5;6;36;2;2;11;13;2;6;2013;29;1;3;4;1;1;13177404;2022-11-03;7;
3;6;5;52;1;1;9;13;2;4;2020;38;1;4;4;1;1;13177405;2022-11-04;14;
3;7;6;51;1;1;11;13;2;3;2005;49;1;3;4;1;1;13177407;2022-11-04;2;
1;5;5;58;2;2;7;13;1;6;1981;59;1;3;3;1;1;13177409;2022-11-04;-1;
3;1;6;72;2;2;6;13;2;6;1982;73;2;3;4;1;1;13177410;2022-11-04;-1;
2;7;6;41;2;2;7;13;2;3;2000;55;1;4;4;1;1;13177502;2022-10-02;-14;
3;6;5;60;2;2;15;13;2;5;1998;65;1;4;5;1;1;13177506;2022-10-01;-5;
3;1;7;78;1;1;6;13;1;4;1971;78;2;3;3;1;1;13177508;2022-10-02;0;
3;7;6;36;2;2;17;13;2;2;2018;39;1;4;5;1;1;13177602;2022-09-19;-3;
3;7;6;35;1;1;15;13;2;5;2018;31;1;4;4;1;1;13177604;2022-09-19;4;
2;7;7;42;2;2;15;13;1;3;1997;52;1;5;4;1;1;13177605;2022-09-29;-10;
1;5;3;38;2;2;9;13;8;6;2000;39;1;4;3;1;1;13177702;2022-10-29;-1;
1;5;5;41;2;2;11;13;8;6;2004;46;1;3;4;1;1;13177703;2022-10-29;-5;
3;6;6;32;1;1;9;13;1;4;2020;19;1;4;4;1;1;13177705;2022-10-29;13;
2;6;6;40;1;1;7;13;8;3;2020;37;2;3;4;1;1;13177706;2022-11-01;3;
2;6;6;52;2;2;9;13;1;6;2006;52;2;3;4;1;1;13177708;2022-11-01;0;
1;6;5;39;2;2;9;13;8;6;2006;39;1;3;3;1;1;13177710;2022-11-01;0;
1;1;7;59;2;2;9;13;1;6;2016;64;2;2;4;1;1;13177801;2022-10-29;-5;
1;6;6;33;2;2;9;13;2;6;2002;32;1;4;4;1;1;13177802;2022-10-29;1;
1;5;4;45;2;2;9;13;1;6;2006;55;1;3;3;1;1;13177803;2022-10-29;-10;
3;7;7;41;1;1;7;13;2;4;2005;35;1;3;4;1;1;13177804;2022-10-29;6;
2;7;6;22;2;2;11;13;2;6;2020;22;1;4;4;1;1;13177805;2022-10-29;0;
3;6;5;31;2;2;7;13;2;2;2007;33;1;3;4;1;1;13177806;2022-10-29;-2;
1;7;6;40;2;2;11;13;2;6;2015;26;1;4;4;1;1;13177807;2022-11-01;14;
2;6;5;32;2;2;14;13;2;2;2016;29;1;4;4;1;1;13177808;2022-11-01;3;
3;5;1;33;2;2;11;13;2;2;2010;34;1;4;4;1;1;13177810;2022-11-01;-1;
3;6;7;30;1;1;13;13;8;4;2022;30;1;4;4;1;1;13178005;2022-08-22;0;
3;7;4;35;2;2;9;13;8;3;2012;34;1;4;4;1;1;13178110;2022-09-14;1;
3;6;4;31;2;2;13;13;8;3;2012;30;1;3;4;1;1;13178201;2022-08-23;1;
3;6;5;29;1;1;13;13;8;1;2018;30;1;3;4;1;1;13178204;2022-08-23;-1;
3;7;6;28;2;2;11;13;8;4;2016;26;1;4;4;1;1;13178206;2022-08-23;2;
2;4;5;26;1;1;15;13;8;4;2021;28;1;4;4;1;1;13178209;2022-08-24;-2;
1;7;6;34;2;2;14;13;1;6;2014;34;1;3;5;1;1;13178304;2022-09-01;0;
3;5;5;31;2;2;13;13;8;3;2019;30;1;4;4;1;1;13178306;2022-08-25;1;
3;6;5;40;2;2;13;13;8;5;2017;41;1;4;4;1;1;13178401;2022-09-07;-1;
2;7;6;36;2;2;17;13;1;1;2011;38;1;5;5;1;1;13178402;2022-09-07;-2;
3;6;5;43;1;1;12;13;6;3;2016;40;1;4;3;1;1;13178405;2022-09-12;3;
3;6;6;65;1;1;9;13;1;3;1983;59;1;3;4;1;1;13178406;2022-09-12;6;
1;5;7;35;2;2;14;13;1;2;2013;34;1;3;4;1;1;13178408;2022-09-12;1;
1;6;5;35;2;2;11;13;1;6;2007;35;1;4;4;1;1;13178409;2022-09-13;0;
3;5;6;29;1;1;15;13;8;5;2018;25;1;4;4;1;1;13178410;2022-09-13;4;
3;7;6;31;2;2;13;13;2;3;2013;32;1;3;4;1;1;13178501;2022-10-04;-1;
1;6;5;57;2;2;7;13;1;6;2010;67;2;2;3;1;1;13178502;2022-10-04;-10;
3;6;7;48;1;1;11;13;2;5;1995;51;1;3;3;1;1;13178505;2022-10-04;-3;
3;5;5;35;2;2;12;13;3;1;2018;31;1;3;3;1;1;13178506;2022-10-04;4;
3;6;7;40;2;2;13;13;1;1;2015;40;1;4;5;1;1;13178508;2022-10-04;0;
3;5;5;66;1;1;9;13;1;4;1975;47;1;4;3;1;1;13178510;2022-10-04;19;
3;6;5;56;1;1;9;13;5;6;2006;46;2;4;3;1;1;13178604;2022-11-04;10;
3;7;5;52;1;1;7;13;1;6;1988;51;1;1;3;1;1;13178605;2022-11-04;1;
3;4;4;33;2;2;9;13;8;3;2016;40;1;4;4;1;1;13178607;2022-11-04;-7;
3;7;2;26;1;1;9;13;1;4;2016;26;1;4;2;1;1;13178608;2022-11-04;0;
2;7;7;29;2;2;7;13;8;6;2009;33;1;4;4;1;1;13178609;2022-11-04;-4;
3;7;7;54;1;1;7;13;8;4;2019;54;1;4;4;1;1;13178610;2022-11-04;0;
3;5;6;66;2;2;8;13;1;3;1973;69;1;4;4;1;1;13178702;2022-09-30;-3;
1;1;5;53;2;2;9;13;1;6;1996;55;2;3;4;1;1;13178703;2022-10-08;-2;
1;7;7;44;2;2;9;13;8;6;2004;48;1;4;4;1;1;13178707;2022-09-30;-4;
3;1;7;63;2;2;7;13;1;3;2000;63;2;3;3;1;1;13178803;2022-10-07;0;
3;7;7;70;1;1;9;13;1;5;1971;67;1;3;5;1;1;13178804;2022-10-07;3;
1;6;6;52;2;2;7;13;1;6;1980;55;1;4;4;1;1;13178806;2022-10-07;-3;
1;7;5;75;2;2;9;13;1;2;1970;69;2;3;4;1;1;13178810;2022-10-07;6;
3;6;6;37;1;1;9;13;2;4;2006;34;1;4;3;1;1;13178901;2022-10-05;3;
1;6;6;24;2;2;9;13;2;6;2020;26;1;4;3;1;1;13178902;2022-10-05;-2;
1;4;5;44;2;2;9;13;1;2;1997;49;2;4;3;1;1;13178903;2022-10-05;-5;
2;4;5;43;2;2;15;13;1;2;1998;54;2;3;4;1;1;13178905;2022-10-05;-11;
2;1;1;49;2;2;7;13;1;2;2009;39;1;2;4;1;1;13178907;2022-10-05;10;
3;7;6;32;2;2;9;13;2;2;2019;31;1;4;4;1;1;13178909;2022-10-05;1;
1;4;6;58;2;2;9;13;1;6;1985;57;;2;3;1;1;13178910;2022-10-05;1;
1;1;5;61;2;2;8;13;1;6;1980;61;1;3;3;1;1;13179001;2022-10-06;0;
3;7;6;48;1;1;9;13;2;4;2002;28;1;4;4;1;1;13179002;2022-10-06;20;
3;7;7;23;2;2;9;13;8;4;2022;30;1;5;4;1;1;13179006;2022-10-06;-7;
1;2;3;42;2;2;7;13;8;6;2005;54;1;4;4;1;1;13179007;2022-10-06;-12;
3;7;7;45;2;2;9;13;1;2;2018;41;1;4;4;1;1;13179008;2022-10-06;4;
2;5;5;63;2;2;9;13;2;2;2013;55;1;3;4;1;1;13179101;2022-09-30;8;
2;7;6;69;2;2;7;13;1;4;1970;75;1;4;4;1;1;13179102;2022-09-30;-6;
1;6;6;30;2;2;13;13;8;6;2017;29;1;4;4;1;1;13179103;2022-09-30;1;
2;5;5;54;2;2;11;13;2;3;1999;57;1;4;4;1;1;13179104;2022-10-04;-3;
3;4;6;18;1;1;9;13;8;6;2022;19;1;3;3;1;1;13179108;2022-09-30;-1;
1;7;5;27;2;2;12;13;1;6;2015;30;1;5;5;1;1;13179206;2022-10-09;-3;
2;1;5;63;2;2;8;13;1;3;1996;75;2;3;4;1;1;13179302;2022-10-01;-12;
3;3;5;52;2;2;13;13;1;2;2008;51;;4;4;1;1;13179303;2022-10-01;1;
3;7;6;32;2;2;13;13;1;4;2014;49;1;4;4;1;1;13179309;2022-10-01;-17;
1;6;6;42;2;2;10;13;1;2;2005;48;1;4;4;1;1;13179310;2022-10-01;-6;
3;5;7;72;1;1;8;13;1;4;1973;71;2;4;3;1;1;13179701;2022-10-08;1;
3;4;5;62;1;1;9;13;1;4;1983;59;2;3;4;1;1;13179703;2022-10-08;3;
3;6;4;30;1;1;15;13;2;3;2018;29;1;4;3;1;1;13179705;2022-10-08;1;
1;5;5;48;2;2;9;13;1;4;2005;38;1;3;3;1;1;13179706;2022-10-08;10;
3;7;7;59;2;2;13;13;1;3;1984;63;1;3;4;1;1;13179707;2022-10-08;-4;
3;7;5;56;2;2;9;13;1;4;1991;64;1;4;3;1;1;13179710;2022-10-08;-8;
2;7;7;40;2;1;7;13;8;4;2015;32;2;;;1;1;13179801;2022-10-30;8;
1;4;4;40;1;1;12;13;5;4;2021;40;1;3;3;1;1;13179909;2022-11-07;0;
3;6;6;48;2;2;10;13;1;1;2016;42;1;3;4;1;1;13180002;2022-10-25;6;
1;6;5;34;2;2;12;13;2;6;2006;34;1;4;5;1;1;13180003;2022-10-25;0;
1;7;7;39;2;2;9;13;1;4;2001;51;1;3;4;1;1;13180004;2022-10-25;-12;
3;4;4;50;2;2;7;13;5;2;2012;48;1;4;4;1;1;13180009;2022-10-25;2;
2;7;7;70;2;2;7;13;1;3;1973;75;;3;4;1;1;13180010;2022-10-25;-5;
3;6;5;21;1;1;9;13;2;1;2018;21;1;4;4;1;1;13180105;2022-12-02;0;
;4;4;18;1;1;9;13;8;;2022;99;1;4;4;1;1;13180203;2022-10-25;-81;
3;7;7;40;2;2;9;13;6;4;2014;43;1;5;4;1;1;13180205;2022-10-22;-3;
3;5;6;47;2;2;9;13;6;2;2006;47;1;2;3;1;1;13180207;2022-10-25;0;
3;5;5;42;1;1;7;13;6;3;2019;38;1;3;3;1;1;13180208;2022-10-25;4;
2;6;5;48;2;2;7;13;2;3;2019;46;;4;3;1;1;13180209;2022-10-25;2;
2;5;6;50;2;2;7;13;8;2;1998;49;2;4;4;1;1;13180210;2022-10-25;1;
3;5;5;30;1;1;8;13;8;3;2020;30;2;4;4;1;1;13180301;2022-10-21;0;
3;6;5;52;1;1;7;13;1;3;1995;50;;4;4;1;1;13180302;2022-10-21;2;
2;6;6;37;2;2;9;13;3;3;2007;37;1;4;3;1;1;13180303;2022-10-21;0;
3;6;5;56;1;1;9;13;5;2;2016;55;1;3;3;1;1;13180308;2022-10-25;1;
